,c1,c2,c3,c4,build_count_mod,josm_edits,road_km_mod,acct_age,mapping_freq,user_name,validations,kmeansClassc1c2,kmeansClassc1c3,kmeansClassc1c4,kmeansClassc2c3,kmeansClassc2c4,kmeansClassc3c4
21,1.213768903,-0.260038797,-0.186086322,0.093164439,265,1468,3212.309324,1010,0,PaulKnight,1206,0,0,0,0,2,0
22,0.200216649,0.01192635,0.020402352,-0.429130185,273,983,159.438919,934,0,mariobelseran,469,0,0,0,0,2,0
23,-0.321463816,0.045174744,-0.136655316,0.001801904,0,9,0,646,0,dickies,401,0,0,0,0,2,0
24,0.220148888,0.33495401,-0.731485452,-0.036406597,22,468,630.2767622,646,0,bIN Tuji,1620,0,0,0,0,2,0
25,0.313004534,0.695081041,0.080232394,-0.014307329,1682,550,505.590413,645,0,lucyalice,891,0,0,0,0,2,0
26,-0.236023137,-0.090455577,0.036011458,-0.048947841,15,186,184.6805244,3069,0,Sparks,414,0,0,0,0,2,0
27,0.228410792,0.687579109,-0.341328029,-0.083901567,1082,499,229.0657884,645,0,MGAZA ABDALLAH,1402,0,0,0,0,2,0
28,-0.074409706,0.29426568,-0.484077616,-0.047947047,101,223,117.9879317,712,0,Blarneystone,1271,0,0,0,0,2,0
29,-0.350561213,-0.03752206,-0.004007131,-0.011476158,6,22,0,1185,0,Raretrack,267,0,0,0,0,2,0
30,0.452126611,0.066544411,0.087893463,-0.60824046,522,1410,225.0980119,960,0,PutriRachiemnys,535,0,0,0,0,2,0
31,0.19900823,0.146826211,-0.163478665,-0.035867757,398,536,769.4984695,419,0,Nodes&Roads,459,0,0,0,0,2,0
32,-0.346520401,-0.024860746,0.065106611,-0.007203008,116,26,3.664191287,3547,0,seav,369,0,0,0,0,2,0
33,1.861118967,-0.235106367,0.398457472,-0.38744407,1213,2647,3451.105677,1594,0,YalCat,553,0,0,2,0,2,0
34,-0.277541536,-0.099277495,0.046178163,0.022146455,14,75,251.7645158,4130,0,robert,361,0,0,0,0,2,0
35,0.866416224,0.437217837,0.368272296,-0.454595714,1755,1618,913.5596647,486,0,David Rule,350,0,0,0,0,2,0
36,0.404068771,-0.069384854,0.160082536,-0.486849054,398,1270,493.1329867,1865,0,Adhitya Dido,410,0,0,0,0,2,0
37,-0.320431922,-0.084453766,0.036581831,0.014754152,2,37,147.0592036,3245,0,MKnight,329,0,0,0,0,2,0
38,6.898766223,-0.295484846,-1.330474976,1.7610036,2319,5215,16582.83527,809,0,armasari,5541,1,1,2,0,2,0
39,-0.346050152,-0.027190236,-0.027143947,-0.002416226,0,13,15.44766447,1866,0,mueschel,540,0,0,0,0,2,0
40,-0.183106623,0.368405543,-0.640824005,0.037794754,2,0,14.40910342,134,0,kabelo jaba,288,0,0,0,0,2,0
41,-0.35374161,-0.044465046,-0.000287831,-0.003188298,0,12,16.3049906,3902,0,Russ,811,0,0,0,0,2,0
42,10.58488128,-3.483000063,-0.420932843,6.747555318,1665,4370,35526.65742,426,0,tonybendell,1477,1,1,1,0,2,0
43,0.040851621,0.027661956,0.022371035,0.028297939,366,355,717.0756555,2372,0,bgirardot,1140,0,0,0,0,2,0
44,5.202347757,6.142731339,-9.327517956,0.203033892,1809,3212,4608.99884,645,0,amour_nyl,19598,2,2,2,1,0,1
45,0.039391505,-0.17987199,-0.006907768,0.172767107,29,240,1178.442628,2026,0,ninjamask,577,0,0,0,0,2,0
46,0.103260069,0.89834934,-1.262454876,0.138150189,303,21,223.0016448,944,0,CourtneyMClark,4037,0,0,0,0,2,0
47,-0.123662219,0.254052161,-0.212478447,0.155218813,409,0,448.8233114,245,0,SrinathS,288,0,0,0,0,2,0
48,2.726013297,0.093101645,-0.252418389,-0.830108991,1269,3825,3867.074402,796,0,tshedy,2017,0,0,2,0,2,0
49,-0.181170023,-0.104509978,0.050263202,-0.023994619,46,218,343.1232779,2650,0,tgertin,321,0,0,0,0,2,0
50,0.743666466,1.988053153,0.493122781,0.026438985,4592,736,154.5034298,744,0,paul evance,1841,0,0,0,0,2,0
51,0.224260987,0.075368914,0.23538609,-0.262526256,711,845,456.8076564,2724,0,tekim,490,0,0,0,0,2,0
52,-0.3554422,-0.055315466,0.019956981,-5.54E-06,7,11,29.35672145,2679,0,Hjart,407,0,0,0,0,2,0
53,1.050415532,-0.212891178,0.062468919,0.010121452,538,1409,2719.819014,707,0,GeoFrizz,459,0,0,0,0,2,0
54,2.515950032,0.081359438,0.421924512,0.286799341,2333,2541,5598.408291,1441,0,RAytoun,1664,0,0,2,0,2,0
55,0.564987136,-0.425906829,0.054909692,0.527334538,85,441,3016.683694,1924,0,mzve,332,0,0,0,0,2,0
56,-0.119914719,0.529173658,-0.842504985,0.050621671,59,0,2.062362462,134,0,olebogeng,376,0,0,0,0,2,0
57,-0.044622268,0.706300902,-1.110962494,0.065778784,68,0,0.461365398,134,0,Pearl kgotla,486,0,0,0,0,2,0
58,0.129864067,-0.161243739,-0.072376686,0.429845791,110,55,1805.932941,2204,0,Dirk V,1150,0,0,0,0,2,0
59,-0.052959864,0.688961893,-1.062011806,0.065520788,95,0,1.233044301,134,0,Kutlo Oduetse,469,0,0,0,0,2,0
60,-0.232981998,0.038394416,-0.147338258,-0.004264177,20,102,153.8047986,1868,0,Dewi Sulistioningrum,1275,0,0,0,0,2,0
61,-0.200548105,-0.018699928,-0.039394981,-0.053420613,59,205,173.1221568,3083,0,LLAQWA,1237,0,0,0,0,2,0
62,-0.29968547,-0.001938773,-0.01931342,-0.034021521,66,87,15.9461405,2159,0,Adityo,710,0,0,0,0,2,0
63,0.425792686,-0.301201958,0.022351305,0.514735826,176,292,2627.04985,2146,0,michael63,691,0,0,0,0,2,0
64,2.722204332,-0.339185826,0.07187181,-0.993862998,892,4099,3955.504799,1155,0,DeBigC,1490,0,0,2,0,2,0
65,13.8899087,-4.59390302,0.784899408,-1.816073418,263,16710,26426.10582,990,0,RichRico,454,1,1,1,0,2,0
66,3.086146443,0.12808714,-0.785414615,-0.272418366,1039,3547,5526.767103,707,0,Fatisya Ilani Yusuf,2777,0,0,2,0,2,0
67,0.125993988,0.052897379,-0.261356408,-0.17131036,38,611,471.2700425,328,0,ForrestLM,366,0,0,0,0,2,0
68,3.294258747,1.528732037,1.815031561,1.109683295,7147,2332,7198.256351,2264,0,bdiscoe,1672,0,0,2,0,2,0
69,2.301892841,-0.978844188,0.164709826,0.570583779,223,2207,6731.543135,2309,0,Palolo,477,0,0,2,0,2,0
70,-0.271121364,0.060639001,-0.16598582,0.017021014,21,37,104.5333563,2768,0,CloCkWeRX,2022,0,0,0,0,2,0
71,-0.36228833,-0.055649833,0.021442119,-0.00828377,2,13,1.839393519,1865,0,wulankhairunisa,268,0,0,0,0,2,0
72,0.985215419,-0.089383316,0.193200134,-0.075074996,844,1423,2328.314146,1238,0,Giblet,617,0,0,0,0,2,0
73,1.243975251,1.147647707,0.091977689,-0.499263075,2785,1878,846.7662702,751,0,elia dominic,1814,0,0,0,0,2,0
74,4.524705709,-0.492194869,0.207617199,-0.393773091,1945,5288,8461.502281,1865,0,Tri Selasa,3529,0,0,2,0,2,0
75,0.259300939,-0.231313398,-0.053483308,0.265321443,31,365,1794.807833,751,0,funk_soul_brother,335,0,0,0,0,2,0
76,-0.23572983,-0.079138552,-4.13E-06,0.032656876,16,97,327.7559251,1757,0,Super-Map,408,0,0,0,0,2,0
77,0.235635043,0.419600487,0.235593492,-0.165161196,1324,694,339.9653561,751,0,innocent maholi,485,0,0,0,0,2,0
78,10.82020031,24.09501614,18.60148602,1.294709971,69599,7059,122.3694409,3061,0,schadow1,858,2,1,1,2,1,2
79,0.037491976,0.12045335,0.071768663,-0.068434136,549,439,443.3538414,2559,0,Boggedy,1250,0,0,0,0,2,0
80,0.646095718,0.477313147,-0.810304857,-0.513500816,232,1341,367.3637066,333,0,John Peeters,1012,0,0,0,0,2,0
81,2.56565138,0.62297069,0.053252699,-0.974349548,2401,3750,2816.494474,1182,0,rivw,2952,0,0,2,0,2,0
82,3.731085101,-0.427387497,-1.185449119,2.040753574,704,1866,11541.74534,977,0,hebolz,4531,0,0,2,0,2,0
83,1.881477557,0.047109528,-0.520890361,0.514475763,852,1601,4915.896773,492,0,jharps,1327,0,0,2,0,2,0
84,0.145772751,0.220487911,-0.473821155,-0.085167027,94,491,512.1839681,912,0,Leonmvd,1630,0,0,0,0,2,0
85,0.364572947,-0.137902766,-0.087473701,0.195960401,178,519,1766.787851,2374,0,russdeffner,1634,0,0,0,0,2,0
86,-0.058756213,-0.01679076,-0.039178117,0.113642808,191,172,739.5366934,3318,0,Tallguy,1664,0,0,0,0,2,0
87,-0.353996115,-0.057529134,0.021742292,-0.003914344,5,17,26.67992947,2936,0,cucu,428,0,0,0,0,2,0
88,4.134438084,4.315640656,-7.313350252,-0.036568705,604,2939,3944.454696,93,0,MutyAfadila,2165,2,2,2,1,0,1
89,4.402307717,7.438820968,-11.72916817,-0.134893922,480,2308,1327.626408,751,0,Nuru Kalulunga,27391,2,2,2,1,0,1
90,0.191722647,0.220170654,0.166429328,-0.271031306,848,789,247.6425418,1668,0,Ramadyan,817,0,0,0,0,2,0
91,5.769625053,7.813784579,-12.19340936,-0.974806706,980,4395,1857.360143,645,0,Hawa Adinani,24883,2,2,2,1,0,1
92,-0.13456995,0.15253013,-0.329243197,-0.121222186,0,280,4.53421811,645,0,iddi_chazua,802,0,0,0,0,2,0
93,4.087251834,0.528540446,-1.376690205,-1.135070298,1225,5282,5332.13539,751,0,tonny john,4594,0,0,2,0,2,0
94,5.205316965,7.499941878,-11.7056875,-0.314151189,975,3269,2376.621391,92,0,Adriansyah,3398,2,2,2,1,0,1
95,9.123714921,-2.854876812,-0.219794913,6.699897036,2180,2895,32229.55771,2737,0,Johnwhelan,8356,1,1,1,0,2,0
96,7.023899565,5.602943172,-7.057571933,0.071343533,4624,5448,8140.260577,212,0,DaryR,5527,2,2,2,1,0,1
97,0.861210941,1.152200062,-0.620180107,-0.373197434,1753,1304,390.0721285,405,0,Ms Kiara,1486,0,0,0,0,2,0
98,5.358273477,2.777910861,-1.273811402,-0.170186125,6091,5139,7334.898141,644,0,kombe1207,6223,2,0,2,0,0,0
99,0.744239332,1.184292251,0.902354523,-0.17560221,3689,1129,524.4652839,1386,0,gafuri,792,0,0,0,0,2,0
100,1.368866216,0.893485472,-0.444624911,-0.500238708,1763,1995,1304.283645,751,0,Naomitall,2437,0,0,0,0,2,0
101,0.616369548,-0.120198883,0.168069252,-0.142143984,546,1134,1568.596331,1156,0,Lineo,341,0,0,0,0,2,0
102,-0.30835334,0.018660905,-0.109102214,0.021587098,3,9,85.38787705,1436,0,kingrollo,775,0,0,0,0,2,0
103,1.173515435,-0.432916556,0.179513494,0.425874524,514,1154,3925.967303,2331,0,zwombie,559,0,0,0,0,2,0
104,-0.204771823,0.075034981,0.053198845,-0.068114672,323,208,51.03402142,2657,0,AndrewBuck,880,0,0,0,0,2,0
105,0.710610096,0.416658274,0.322239857,-0.587353178,1539,1601,403.5925781,1865,0,Febrina Dewi,1277,0,0,0,0,2,0
106,1.110628884,1.336610526,0.584604137,0.134402742,3844,1111,1621.969276,751,0,johanespeter9,1244,0,0,0,0,2,0
107,0.615816699,-0.469069978,0.096459144,0.638999521,127,388,3357.757732,3449,0,Claudius Henrichs,251,0,0,0,0,2,0
108,0.088992797,-0.225663078,-0.017249033,0.31876209,13,146,1584.064036,1223,0,rwst,355,0,0,0,0,2,0
109,0.433348669,-0.193051327,0.074843514,0.055686054,277,756,1678.684204,2352,0,pedrito1414,727,0,0,0,0,2,0
110,0.218157067,-0.055505058,0.186601456,0.12430245,554,461,1293.373002,2252,0,Marion Barry,334,0,0,0,0,2,0
111,1.899381069,0.264193734,-1.525920509,0.862914854,96,1124,5397.889405,915,0,Daniel Specht,4642,0,0,2,0,2,0
112,-0.311465615,-0.07874492,0.053449085,-0.010210704,29,72,111.0412588,2853,0,Ben Abelshausen,219,0,0,0,0,2,0
113,-0.215464183,-0.003364742,-0.011548682,-0.019957898,122,156,194.9420127,450,0,alexander ballard,162,0,0,0,0,2,0
114,-0.29655242,-0.082368302,0.0519936,-0.081245169,6,160,7.876494437,3263,0,reg111,246,0,0,0,0,2,0
115,-0.318812739,-0.048092474,0.016868732,-0.00464495,33,50,79.71354556,890,0,RussWinch,167,0,0,0,0,2,0
116,0.286827332,0.922450007,0.775704289,-0.020258536,2905,557,237.6290232,463,0,sauri jayakody,115,0,0,0,0,2,0
117,-0.27953929,-0.100914153,0.0198308,0.091121608,0,0,379.0866336,1533,0,Choquette33,223,0,0,0,0,2,0
118,0.59200846,0.834458173,0.704488917,-0.080059871,2811,926,755.1285062,542,0,maheshika,240,0,0,0,0,2,0
119,0.709055006,-0.029172295,0.045361964,0.131998667,684,915,2164.653374,433,0,Jean-Yves Longchamp,323,0,0,0,0,2,0
120,-0.235216945,0.054849008,-0.195432034,0.085548472,16,0,302.9402855,301,0,Alyssa Young,244,0,0,0,0,2,0
121,-0.217476937,-0.04421359,0.044023011,0.028591484,137,117,320.5417321,808,0,Jamie2483,160,0,0,0,0,2,0
122,-0.362320397,-0.047420252,0.017373067,-0.004302858,12,7,1.593420179,803,0,Pierre Mirlesse,131,0,0,0,0,2,0
123,-0.32227585,0.010423662,-0.085475368,-0.006515842,2,28,15.35270605,549,0,ericao,258,0,0,0,0,2,0
124,-0.120756268,0.240129404,0.177323572,-0.04430174,804,248,93.42423052,535,0,Eranga123,184,0,0,0,0,2,0
125,-0.252689001,-0.028883149,-0.022016345,-0.059749116,34,164,77.10772785,375,0,Speedy55,121,0,0,0,0,2,0
126,-0.152560764,0.216120007,0.166279191,-0.049034518,732,225,49.71624059,461,0,Richard Ruh,146,0,0,0,0,2,0
127,-0.309730725,0.017012966,-0.085416576,0.031578738,32,0,103.2517568,292,0,Bradley Buffett,143,0,0,0,0,2,0
128,0.329370268,-0.231120415,0.153094117,0.107080216,272,616,1623.963309,3265,0,ErikJ,156,0,0,0,0,2,0
129,-0.237628372,-0.063732184,0.019376867,-0.034349643,43,163,184.3145408,509,0,Blueheron,104,0,0,0,0,2,0
130,1.183737803,3.609773457,2.750489261,0.32455782,10417,787,1.933020354,379,0,Tin To Sawa,106,0,0,0,0,0,0
131,-0.354774166,-0.052591779,0.015038115,-0.014932112,1,26,0,871,0,Michael Ring,143,0,0,0,0,2,0
132,-0.317467417,-0.081441046,0.060672545,-0.026469008,25,84,72.27234564,2361,0,RustyB,126,0,0,0,0,2,0
133,0.84017609,2.074889098,1.520233197,-0.106476573,6013,1051,0,392,0,jobrianne,211,0,0,0,0,2,0
134,-0.188593877,-0.020101404,0.008979228,-0.095660699,109,265,116.7308289,967,0,bluestarfish,293,0,0,0,0,2,0
135,-0.313602523,-0.004396858,-0.036586852,0.036285375,56,0,125.1451806,654,0,litlplastkastl,236,0,0,0,0,2,0
136,-0.23894702,-0.061917083,0.017922961,-0.05458047,37,182,142.2875999,1205,0,anders_ar,249,0,0,0,0,2,0
137,-0.242761257,-0.012083278,0.090912222,0.117278331,264,0,411.812563,798,0,Fifi1984,112,0,0,0,0,2,0
138,-0.315255911,-0.062300782,0.00993761,-0.003304271,3,54,101.809932,928,0,Lisa Marie Owen,172,0,0,0,0,2,0
139,-0.133153445,0.215620239,-0.272579745,0.147244458,263,0,452.4011535,174,0,roosjes,216,0,0,0,0,2,0
140,-0.208367806,-0.128648034,0.062184782,-0.002645254,13,175,356.8101804,2474,0,JasonWi,130,0,0,0,0,2,0
141,1.951517547,-0.900856575,0.189259394,1.220982668,410,1185,7250.469486,1631,0,twirth,220,0,0,2,0,2,0
142,-0.247275055,0.230199427,-0.410380046,0.022786502,17,0,0,134,0,Masedi Masisi,196,0,0,0,0,2,0
143,-0.296473051,-0.099098891,0.055343371,-0.00773937,6,88,161.5309573,3016,0,StefanNoebel,166,0,0,0,0,2,0
144,-0.172913031,0.044783742,-0.101277099,-0.140591976,75,304,0,346,0,Ajit Bhatta,213,0,0,0,0,2,0
145,-0.069334125,0.689252608,-0.731526394,0.081167798,500,0,1.67336302,134,0,victoria khimbele,378,0,0,0,0,2,0
146,-0.369786139,-0.060803196,0.028884868,-0.004075757,0,3,1.078464591,1524,0,latte_oz,180,0,0,0,0,2,0
147,0.10156004,0.588153023,0.354878849,-0.012243507,1732,387,229.74241,338,0,Mr_Callaghan,191,0,0,0,0,2,0
148,1.16377327,3.690971066,2.669801637,0.390762837,10464,677,14.66160853,392,0,Jam_NOAH,214,0,0,0,0,0,0
149,-0.34652227,-0.026522463,-0.026972434,0.009700777,5,0,36.71987435,378,0,MorelletG,110,0,0,0,0,2,0
150,-0.182338862,0.024573432,-0.116414667,-0.055850157,45,210,160.8631872,330,0,Yang1026,206,0,0,0,0,2,0
151,-0.264968546,0.190536018,-0.330737132,0.020447824,39,0,0.886667656,134,0,Michelle Pampiri,166,0,0,0,0,2,0
152,-0.329337854,-0.045558654,0.019782384,-0.014852649,32,50,39.30473374,899,0,TimHarris,160,0,0,0,0,2,0
153,1.190916476,3.1072093,2.532131025,0.280374415,9297,909,398.593526,2128,0,DenisCarriere,143,0,0,0,0,0,0
154,-0.265516288,0.204039795,-0.222737156,0.027779172,197,0,1.354829851,134,0,lorato dithole,139,0,0,0,0,2,0
155,-0.182190434,-0.106454751,-0.015127576,0.181622639,28,0,728.8401938,1029,0,JoshuaKGarner,282,0,0,0,0,2,0
156,-0.15438343,0.447171214,-0.721505981,0.043663777,51,0,3.604959894,134,0,Anatasha Dirorimwe,326,0,0,0,0,2,0
157,-0.343120904,-0.067246119,0.058781101,-0.010735373,38,40,42.52748391,3264,0,Derick Rethans,206,0,0,0,0,2,0
158,-0.007112625,0.737517113,0.620704894,0.090560874,2286,174,89.26298362,2324,0,Jorieke V,395,0,0,0,0,2,0
159,-0.36302833,-0.077041988,0.046434927,0.00494394,1,5,45.2785652,1908,0,Patchi,126,0,0,0,0,2,0
160,-0.347297238,-0.08532458,0.05927064,0.004105797,11,24,79.68691225,4068,0,Harry Wood,154,0,0,0,0,2,0
161,-0.028412667,-0.121078753,0.055487177,-0.005487172,111,352,667.6187394,838,0,Athalis,148,0,0,0,0,2,0
162,-0.295204046,0.113929578,-0.234426667,0.014236938,12,0,6.361532958,134,0,Kgoroebutswe Tefo,124,0,0,0,0,2,0
163,-0.264228472,0.189605369,-0.356907363,0.018837938,5,0,0,134,0,victor kesiilwe,173,0,0,0,0,2,0
164,-0.124315878,0.51614846,-0.852229587,0.047798087,22,0,0.94501405,134,0,DenisMaja,376,0,0,0,0,2,0
165,-0.087929574,0.594531093,-0.923247906,0.06195819,89,0,19.84189026,134,0,Tebogo Mangole,412,0,0,0,0,2,0
166,-0.200166388,0.324547721,-0.523056177,0.040411826,66,0,29.72058111,134,0,Segomotso Innocentia Sekgweng,247,0,0,0,0,2,0
167,-0.225055988,0.282686324,-0.484074465,0.027745168,27,0,0.250941244,134,0,Tabaka Tshebo,227,0,0,0,0,2,0
168,0.679761368,-0.376803458,0.091427644,0.569228885,286,505,3255.875977,860,0,Pattersonavh,199,0,0,0,0,2,0
169,-0.288288688,-0.103539919,0.03517555,0.060331496,0,25,308.0637611,1210,0,Pilou@nowhere,124,0,0,0,0,2,0
170,0.37338106,0.069990161,0.323624544,-0.201638548,909,938,844.0943065,1431,0,dkunce,120,0,0,0,0,2,0
171,11.39637884,-2.418937579,1.592513696,-1.908538856,3555,14050,19754.25146,987,0,dannykath,242,1,1,1,0,2,0
172,-0.369180468,-0.075432535,0.050635928,-0.012502744,0,17,0,2602,0,mcld,141,0,0,0,0,2,0
173,-0.224939937,-0.128563588,0.051975032,0.038064593,5,116,403.3472887,1514,0,Lamine Ndiaye,104,0,0,0,0,2,0
174,-0.341075818,-0.087581669,0.048858411,0.011399033,0,22,106.6223973,2401,0,matthewsheffield,145,0,0,0,0,2,0
175,-0.219012479,-0.112091893,0.079542777,0.029783956,67,130,383.2028246,2903,0,edvac,106,0,0,0,0,2,0
176,0.517180597,-0.100830217,0.279432915,0.065680119,731,831,1762.736855,2570,0,majkaz,158,0,0,0,0,2,0
177,13.87254186,-4.636949766,1.012455944,0.103629473,1084,14753,30038.23816,1226,0,Luis36995,178,1,1,1,0,2,0
178,7.192695845,-2.586095968,0.435993491,-0.200156064,192,8101,15563.51942,856,0,samely,183,1,1,2,0,2,0
179,-0.281293409,-0.011991759,0.015032201,0.073326212,136,0,259.8652921,2069,0,Bkissin,555,0,0,0,0,2,0
180,-0.136139925,0.502248473,-0.66943924,0.056290632,221,0,8.985594749,134,0,patience mongwaketse,323,0,0,0,0,2,0
181,3.419727997,2.678214092,-4.117024677,0.168485721,1505,2636,4575.132834,94,0,silvIasdw,1341,0,2,2,0,0,0
182,-0.272542444,0.149859645,-0.101575133,0.042105204,257,0,66.26447885,1457,0,ghost from meadows,1046,0,0,0,0,2,0
183,0.137872611,-0.232755012,0.092309258,-0.040084152,46,574,1005.230957,2313,0,Takuto,105,0,0,0,0,2,0
184,1.411018629,2.58449232,2.047607138,-0.164205488,7797,1628,444.344716,797,0,njsurf1813,354,0,0,0,0,0,0
185,0.939001321,-0.276922201,0.080346014,0.51227337,557,798,3521.696647,302,0,OttoR,158,0,0,0,0,2,0
186,9.127072111,-3.417817457,0.55710419,1.070733684,379,8852,22196.17967,1507,0,ediyes,165,1,1,1,0,2,0
187,2.159893969,0.356590226,-0.417298212,-0.679716423,1257,3053,2887.27403,959,0,anisa berliana,2793,0,0,2,0,2,0
188,2.728380792,-0.208737287,0.009216609,-0.27334181,1269,3336,5197.421866,960,0,Dosandriani,1605,0,0,2,0,2,0
189,2.627227707,-1.396036779,0.157948963,2.411577567,284,711,11158.71437,3266,0,rab,212,0,0,2,0,2,0
190,0.200576464,0.497942093,0.48142565,0.168539873,1848,327,831.005437,899,0,Thomas Hills,239,0,0,0,0,2,0
191,0.99789403,-0.504738393,0.112775368,0.598006805,275,812,4000.218607,1944,0,Nielkrokodil,394,0,0,0,0,2,0
192,-0.234044537,-0.115405566,0.065039826,-0.034067298,15,180,239.4207311,3254,0,SKald,150,0,0,0,0,2,0
193,0.910465445,-0.11879653,0.107547081,-0.321782259,570,1600,1758.207104,441,0,Bishal9841,249,0,0,0,0,2,0
194,-0.290946177,-0.060292645,0.069593716,0.025177409,102,54,197.1913492,2384,0,sbiribizio,199,0,0,0,0,2,0
195,-0.174006463,0.040753394,0.021063591,-0.09035231,235,264,96.34845716,401,0,hulagirl14,147,0,0,0,0,2,0
196,0.077970234,-0.139031018,0.002143942,0.14279972,119,302,1153.542404,2607,0,NoelB,881,0,0,0,0,2,0
197,6.732712954,2.049314159,3.096278631,-3.583262406,9887,10543,4085.145328,585,0,mmahmud,125,2,1,2,0,2,0
198,14.0074351,-4.590381826,0.91646993,-1.970858283,443,16996,26343.71463,856,0,calfarome,209,1,1,1,0,2,0
199,-0.041806688,0.031931162,0.146517815,-0.036595213,462,352,443.1503095,794,0,nuts2001,143,0,0,0,0,2,0
200,0.122935679,0.014496536,0.102882171,-0.149515757,429,628,543.2075934,442,0,Parassrest,144,0,0,0,0,2,0
201,0.325991657,-0.371805958,0.08091147,0.468733404,63,260,2427.242845,2636,0,Wim L,131,0,0,0,0,2,0
202,13.85985597,-4.638921881,0.873408444,-1.201803928,480,16067,27567.00904,765,0,karitotp,208,1,1,1,0,2,0
203,-0.291013532,-0.044753736,-0.016447112,0.004477744,15,64,143.5814012,351,0,ILikeTurtles512,97,0,0,0,0,2,0
204,-0.228429304,-0.023008611,0.039168724,-0.078628088,126,212,79.9247959,437,0,IndianaJones737,95,0,0,0,0,2,0
205,-0.377028368,-0.07940482,0.060839733,-0.002728019,5,1,7.965955919,2685,0,skorasaurus,67,0,0,0,0,2,0
206,-0.355215748,-0.082023731,0.053578556,-0.01236274,0,32,31.47686368,569,0,Molly_Rhodes,27,0,0,0,0,2,0
207,-0.292107285,-0.053418138,0.065183711,-0.037978721,87,116,70.17762802,427,0,pizzaallday,40,0,0,0,0,2,0
208,-0.28922507,-0.04127328,0.051629849,-0.010393379,101,87,115.8037836,402,0,GeoCrazy,57,0,0,0,0,2,0
209,-0.322473403,-0.084289531,0.049941973,0.003324599,14,48,121.8202,1236,0,GeoSebbo,89,0,0,0,0,2,0
210,-0.079186758,-0.15216389,0.090829332,-0.160074634,26,470,315.2866168,1903,0,matthieun,35,0,0,0,0,2,0
211,0.549166526,0.682361636,0.722239197,-0.368222132,2463,1209,278.8095187,533,0,sulakshi,81,0,0,0,0,2,0
212,-0.154556183,-0.114219741,0.062494642,-0.103915238,33,329,249.9845936,402,0,somethingsimple,36,0,0,0,0,2,0
213,-0.101058116,-0.145507601,0.075209862,-0.071516286,35,355,435.9842485,1345,0,de vries,76,0,0,0,0,2,0
214,-0.380415319,-0.082931783,0.063370335,-0.004122268,0,0,2.550897865,1977,0,TheHammer,26,0,0,0,0,2,0
